"","Player","...1","Tm.x","season17_18","Rk","Player.x","Pos","Age","Tm.y","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT.x","FTA","FT","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Pos.y","Age.y","Tm.y","G.y","GS.y","MP.y","FG.y","FGA.y","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT.y","FTA.y","FT%","ORB.y","DRB.y","TRB.y","AST.y","STL.y","BLK.y","TOV.y","PF.y","PTS.y"
"339","Sam Dekker","342","LAC",1794600,104,"Sam Dekker\dekkesa01","PF",22,"HOU",77,2,18.4,2.6,5.6,0.473,0.8,2.4,0.321,1.9,3.1,0.591,0.543,0.5,0.9,0.559,1.2,2.5,3.7,1,0.5,0.3,0.5,1.1,6.5,"PF",22,"HOU",77,2,"44669","44714","44717",".473","0.8","44653",".321","44805","44564",".591",".543","0.5","0.9",".559","44593","44683","44745","1.0","0.5","0.3","0.5","44562","44687"
"340","Sean Kilpatrick","505","LAC",172238,246,"Sean Kilpatrick\kilpase01","SG",27,"BRK",70,24,25.1,4.4,10.5,0.415,1.5,4.4,0.341,2.9,6.1,0.468,0.486,2.9,3.5,0.843,0.3,3.7,4,2.2,0.6,0.1,1.9,1.7,13.1,"SG",27,"BRK",70,24,"44586","44655","44691",".415","44682","44655",".341","44806","44567",".468",".486","44806","44684",".843","0.3","44745","4.0","44594","0.6","0.1","44805","44743","44574"
"341","Sean Kilpatrick","478","MIL",789725,246,"Sean Kilpatrick\kilpase01","SG",27,"BRK",70,24,25.1,4.4,10.5,0.415,1.5,4.4,0.341,2.9,6.1,0.468,0.486,2.9,3.5,0.843,0.3,3.7,4,2.2,0.6,0.1,1.9,1.7,13.1,"SG",27,"BRK",70,24,"44586","44655","44691",".415","44682","44655",".341","44806","44567",".468",".486","44806","44684",".843","0.3","44745","4.0","44594","0.6","0.1","44805","44743","44574"
"342","Sean Kilpatrick","370","BRK",1524305,246,"Sean Kilpatrick\kilpase01","SG",27,"BRK",70,24,25.1,4.4,10.5,0.415,1.5,4.4,0.341,2.9,6.1,0.468,0.486,2.9,3.5,0.843,0.3,3.7,4,2.2,0.6,0.1,1.9,1.7,13.1,"SG",27,"BRK",70,24,"44586","44655","44691",".415","44682","44655",".341","44806","44567",".468",".486","44806","44684",".843","0.3","44745","4.0","44594","0.6","0.1","44805","44743","44574"
"343","Serge Ibaka","40","TOR",20061729,211,"Serge Ibaka\ibakase01","PF",27,"TOT",79,79,30.7,6,12.4,0.48,1.6,4,0.391,4.4,8.4,0.522,0.543,1.4,1.6,0.856,1.6,5.2,6.8,0.9,0.5,1.6,1.3,2.7,14.8,"PF",27,"TOT",79,79,"44772","6.0","44663",".480","44713","4.0",".391","44655","44659",".522",".543","44652","44713",".856","44713","44597","44779","0.9","0.5","44713","44621","44744","44787"
"344","Seth Curry","258","DAL",3028410,97,"Seth Curry\curryse01","PG",26,"DAL",70,42,29,4.8,10,0.481,2,4.6,0.425,2.9,5.4,0.528,0.578,1.2,1.4,0.85,0.4,2.2,2.6,2.7,1.1,0.1,1.3,1.8,12.8,"PG",26,"DAL",70,42,"29.0","44777","10.0",".481","2.0","44716",".425","44806","44656",".528",".578","44593","44652",".850","0.4","44594","44714","44744","44562","0.1","44621","44774","44785"
"345","Shabazz Muhammad","361","MIN",1577230,316,"Shabazz Muhammad\muhamsh01","SF",24,"MIN",78,1,19.4,3.7,7.7,0.482,0.6,1.9,0.338,3.1,5.8,0.528,0.523,1.9,2.4,0.774,1.1,1.7,2.8,0.4,0.3,0.1,0.7,1.1,9.9,"SF",24,"MIN",78,1,"44670","44745","44749",".482","0.6","44805",".338","44564","44778",".528",".523","44805","44653",".774","44562","44743","44775","0.4","0.3","0.1","0.7","44562","44813"
"346","Shabazz Napier","289","POR",2361360,321,"Shabazz Napier\napiesh01","PG",25,"POR",53,2,9.7,1.4,3.5,0.399,0.6,1.7,0.37,0.7,1.7,0.429,0.492,0.7,0.9,0.776,0.2,1,1.2,1.3,0.6,0,0.8,0.7,4.1,"PG",25,"POR",53,2,"44751","44652","44684",".399","0.6","44743",".370","0.7","44743",".429",".492","0.7","0.9",".776","0.2","1.0","44593","44621","0.6","0.0","0.8","0.7","44565"
"347","Shaun Livingston","146","GSW",7692308,268,"Shaun Livingston\livinsh01","PG",31,"GSW",76,3,17.7,2.3,4.2,0.547,0,0,0.333,2.3,4.1,0.55,0.549,0.6,0.8,0.7,0.4,1.6,2,1.8,0.5,0.3,0.8,1.6,5.1,"PG",31,"GSW",76,3,"44759","44622","44596",".547","0.0","0.0",".333","44622","44565",".550",".549","0.6","0.8",".700","0.4","44713","2.0","44774","0.5","0.3","0.8","44713","44566"
"348","Sheldon Mac","434","ATL",1312611,278,"Sheldon Mac\mcclesh01","SG",24,"WAS",30,3,9.6,1,2.5,0.4,0.2,1,0.233,0.8,1.5,0.511,0.447,0.8,0.9,0.852,0.1,1,1.1,0.5,0.3,0.1,0.2,0.6,3,"SG",24,"WAS",30,3,"44721","1.0","44683",".400","0.2","1.0",".233","0.8","44682",".511",".447","0.8","0.9",".852","0.1","1.0","44562","0.5","0.3","0.1","0.2","0.6","3.0"
"349","Shelvin Mack","179","ORL",6e+06,279,"Shelvin Mack\macksh01","PG",26,"UTA",55,9,21.9,3.1,6.9,0.446,0.7,2.2,0.308,2.4,4.7,0.51,0.495,1,1.4,0.688,0.4,1.9,2.3,2.8,0.8,0.1,1.6,1.8,7.8,"PG",26,"UTA",55,9,"44825","44564","44810",".446","0.7","44594",".308","44653","44746",".510",".495","1.0","44652",".688","0.4","44805","44622","44775","0.8","0.1","44713","44774","44780"
"350","Solomon Hill","100","NOP",12236535,197,"Solomon Hill\hillso01","SF",25,"NOP",80,71,29.7,2.3,6,0.383,1.2,3.4,0.348,1.1,2.6,0.428,0.481,1.3,1.6,0.805,0.6,3.2,3.8,1.8,0.9,0.4,1,2.3,7,"SF",25,"NOP",80,71,"44771","44622","6.0",".383","44593","44654",".348","44562","44714",".428",".481","44621","44713",".805","0.6","44595","44776","44774","0.9","0.4","1.0","44622","7.0"
"351","Spencer Dinwiddie","372","BRK",1524305,112,"Spencer Dinwiddie\dinwisp01","PG",23,"BRK",59,18,22.6,2.3,5.1,0.444,0.6,1.7,0.376,1.6,3.4,0.478,0.507,2.1,2.7,0.792,0.5,2.3,2.8,3.1,0.7,0.4,1.1,2,7.3,"PG",23,"BRK",59,18,"44734","44622","44566",".444","0.6","44743",".376","44713","44654",".478",".507","44563","44744",".792","0.5","44622","44775","44564","0.7","0.4","44562","2.0","44627"
"352","Spencer Hawes","175","MIL",6021175,185,"Spencer Hawes\hawessp01","PF",28,"TOT",54,1,14.8,2.5,5.1,0.484,0.5,1.5,0.309,2,3.6,0.556,0.529,0.8,1,0.846,0.7,2.8,3.5,1.5,0.3,0.6,0.9,1.4,6.2,"PF",28,"TOT",54,1,"44787","44683","44566",".484","0.5","44682",".309","2.0","44715",".556",".529","0.8","1.0",".846","0.7","44775","44684","44682","0.3","0.6","0.9","44652","44598"
"353","Stanley Johnson","254","DET",3097800,231,"Stanley Johnson\johnsst04","SF",20,"DET",77,1,17.8,1.7,4.7,0.353,0.6,2,0.292,1.1,2.7,0.398,0.415,0.5,0.7,0.679,0.5,2,2.5,1.4,0.7,0.3,0.9,1.6,4.4,"SF",20,"DET",77,1,"44790","44743","44746",".353","0.6","2.0",".292","44562","44744",".398",".415","0.5","0.7",".679","0.5","2.0","44683","44652","0.7","0.3","0.9","44713","44655"
"354","Stephen Curry","1","GSW",34682550,98,"Stephen Curry\curryst01","PG",28,"GSW",79,79,33.4,8.5,18.3,0.468,4.1,10,0.411,4.4,8.3,0.537,0.58,4.1,4.6,0.898,0.8,3.7,4.5,6.6,1.8,0.2,3,2.3,25.3,"PG",28,"GSW",79,79,"33.4","44689","44638",".468","44565","10.0",".411","44655","44628",".537",".580","44565","44716",".898","0.8","44745","44685","44718","44774","0.2","3.0","44622","44645"
"355","Stephen Zimmerman","443","LAL",1312611,484,"Stephen Zimmerman\zimmest01","C",20,"ORL",19,0,5.7,0.5,1.6,0.323,0,0,NA,0.5,1.6,0.323,0.323,0.2,0.3,0.6,0.6,1.3,1.8,0.2,0.1,0.3,0.2,0.9,1.2,"C",20,"ORL",19,0,"44747","0.5","44713",".323","0.0","0.0",NA,"0.5","44713",".323",".323","0.2","0.3",".600","0.6","44621","44774","0.2","0.1","0.3","0.2","0.9","44593"
"356","Steven Adams","32","OKC",22471910,3,"Steven Adams\adamsst01","C",23,"OKC",80,80,29.9,4.7,8.2,0.571,0,0,0,4.7,8.2,0.572,0.571,2,3.2,0.611,3.5,4.2,7.7,1.1,1.1,1,1.8,2.4,11.3,"C",23,"OKC",80,80,"44833","44746","44600",".571","0.0","0.0",".000","44746","44600",".572",".571","2.0","44595",".611","44684","44596","44749","44562","44562","1.0","44774","44653","44631"
"357","T.J. McConnell","390","PHI",1471382,289,"T.J. McConnell\mccontj01","PG",24,"PHI",81,51,26.3,2.9,6.3,0.461,0.1,0.7,0.2,2.8,5.6,0.492,0.472,0.9,1.1,0.811,0.5,2.6,3.1,6.6,1.7,0.1,2,1.7,6.9,"PG",24,"PHI",81,51,"44646","44806","44626",".461","0.1","0.7",".200","44775","44717",".492",".472","0.9","44562",".811","0.5","44714","44564","44718","44743","0.1","2.0","44743","44810"
"358","T.J. Warren","253","PHO",3152931,454,"T.J. Warren\warretj01","SF",23,"PHO",66,59,31,6.1,12.3,0.495,0.4,1.5,0.265,5.7,10.8,0.527,0.511,1.8,2.3,0.773,1.9,3.2,5.1,1.1,1.2,0.6,0.9,2.7,14.4,"SF",23,"PHO",66,59,"31.0","44567","44632",".495","0.4","44682",".265","44747","44783",".527",".511","44774","44622",".773","44805","44595","44566","44562","44593","0.6","0.9","44744","44665"
"359","Taj Gibson","84","MIN",1.4e+07,154,"Taj Gibson\gibsota01","PF",31,"TOT",78,71,25.5,4.7,9.1,0.515,0,0.2,0.231,4.6,8.9,0.52,0.517,1.4,2,0.715,2,4.2,6.2,0.9,0.5,0.8,1.3,2.1,10.8,"PF",31,"TOT",78,71,"44706","44746","44570",".515","0.0","0.2",".231","44716","44812",".520",".517","44652","2.0",".715","2.0","44596","44598","0.9","0.5","0.8","44621","44563","44783"
"360","Tarik Black","248","HOU",3290000,48,"Tarik Black\blackta01","C",25,"LAL",67,16,16.3,2.2,4.4,0.51,0,0,0.5,2.2,4.4,0.51,0.512,1.2,1.6,0.752,2.1,3,5.1,0.6,0.4,0.7,0.9,2.6,5.7,"C",25,"LAL",67,16,"44636","44594","44655",".510","0.0","0.0",".500","44594","44655",".510",".512","44593","44713",".752","44563","3.0","44566","0.6","0.4","0.7","0.9","44714","44747"
"361","Terrence Ross","117","ORL",10500000,385,"Terrence Ross\rosste01","SF",25,"TOT",78,24,25.1,4.2,9.6,0.437,1.8,5,0.363,2.4,4.6,0.518,0.532,0.8,1,0.831,0.2,2.4,2.6,1.1,1.1,0.4,0.9,1.8,11,"SF",25,"TOT",78,24,"44586","44596","44721",".437","44774","5.0",".363","44653","44716",".518",".532","0.8","1.0",".831","0.2","44653","44714","44562","44562","0.4","0.9","44774","11.0"
"362","Terry Rozier","333","BOS",1988520,386,"Terry Rozier\roziete01","PG",22,"BOS",74,0,17.1,2,5.6,0.367,0.8,2.4,0.318,1.3,3.1,0.405,0.437,0.7,0.9,0.773,0.5,2.5,3.1,1.8,0.6,0.1,0.6,0.9,5.5,"PG",22,"BOS",74,0,"44578","2.0","44717",".367","0.8","44653",".318","44621","44564",".405",".437","0.7","0.9",".773","0.5","44683","44564","44774","0.6","0.1","0.6","0.9","44686"
"363","Thabo Sefolosha","193","UTA",5250000,398,"Thabo Sefolosha\sefolth01","SF",32,"ATL",62,42,25.7,2.8,6.4,0.441,0.7,1.9,0.342,2.1,4.4,0.484,0.492,0.9,1.2,0.733,0.9,3.5,4.4,1.7,1.5,0.5,0.9,1.6,7.2,"SF",32,"ATL",62,42,"44767","44775","44657",".441","0.7","44805",".342","44563","44655",".484",".492","0.9","44593",".733","0.9","44684","44655","44743","44682","0.5","0.9","44713","44599"
"364","Thaddeus Young","77","IND",14796348,481,"Thaddeus Young\youngth01","PF",28,"IND",74,74,30.2,4.9,9.3,0.527,0.6,1.6,0.381,4.3,7.7,0.557,0.56,0.6,1.2,0.523,1.8,4.3,6.1,1.6,1.5,0.4,1.3,1.8,11,"PF",28,"IND",74,74,"30.2","44808","44629",".527","0.6","44713",".381","44624","44749",".557",".560","0.6","44593",".523","44774","44624","44567","44713","44682","0.4","44621","44774","11.0"
"365","Thon Maker","271","MIL",2684160,281,"Thon Maker\makerth01","C",19,"MIL",57,34,9.9,1.5,3.2,0.459,0.5,1.3,0.378,1,1.9,0.514,0.536,0.6,0.9,0.653,0.7,1.3,2,0.4,0.2,0.5,0.3,1.5,4,"C",19,"MIL",57,34,"44813","44682","44595",".459","0.5","44621",".378","1.0","44805",".514",".536","0.6","0.9",".653","0.7","44621","2.0","0.4","0.2","0.5","0.3","44682","4.0"
"366","Tim Frazier","331","WAS",2e+06,140,"Tim Frazier\fraziti01","PG",26,"NOP",65,35,23.5,2.5,6.2,0.403,0.6,2,0.313,1.9,4.2,0.446,0.453,1.5,2,0.76,0.5,2.1,2.7,5.2,0.9,0.1,1.6,2,7.1,"PG",26,"NOP",65,35,"44704","44683","44598",".403","0.6","2.0",".313","44805","44596",".446",".453","44682","2.0",".760","0.5","44563","44744","44597","0.9","0.1","44713","2.0","44568"
"367","Timofey Mozgov","74","BRK",15280000,314,"Timofey Mozgov\mozgoti01","C",30,"LAL",54,52,20.4,3.1,6.1,0.515,0,0,0,3.1,6.1,0.517,0.515,1.2,1.4,0.808,1.9,3,4.9,0.8,0.3,0.6,1.3,2.5,7.4,"C",30,"LAL",54,52,"44671","44564","44567",".515","0.0","0.0",".000","44564","44567",".517",".515","44593","44652",".808","44805","3.0","44808","0.8","0.3","0.6","44621","44683","44658"
"368","Tobias Harris","69","LAC",1.6e+07,181,"Tobias Harris\harrito02","PF",24,"DET",82,48,31.3,6.2,13,0.481,1.3,3.8,0.347,4.9,9.1,0.537,0.532,2.3,2.8,0.841,0.8,4.3,5.1,1.7,0.7,0.5,1.2,1.6,16.1,"PF",24,"DET",82,48,"44651","44598","13.0",".481","44621","44776",".347","44808","44570",".537",".532","44622","44775",".841","0.8","44624","44566","44743","0.7","0.5","44593","44713","44577"
"369","Tony Allen","323","CHI",2116955,9,"Tony Allen\allento01","SG",35,"MEM",71,66,27,3.9,8.4,0.461,0.2,0.8,0.278,3.6,7.6,0.479,0.473,1.1,1.8,0.615,2.3,3.2,5.5,1.4,1.6,0.4,1.4,2.5,9.1,"SG",35,"MEM",71,66,"27.0","44807","44659",".461","0.2","0.8",".278","44715","44719",".479",".473","44562","44774",".615","44622","44595","44686","44652","44713","0.4","44652","44683","44570"
"370","Tony Parker","73","SAS",15453126,347,"Tony Parker\parketo01","PG",34,"SAS",63,63,25.2,4.2,9,0.466,0.4,1.1,0.333,3.8,7.9,0.484,0.486,1.3,1.9,0.726,0.1,1.7,1.8,4.5,0.5,0,1.4,1.5,10.1,"PG",34,"SAS",63,63,"44617","44596","9.0",".466","0.4","44562",".333","44776","44811",".484",".486","44621","44805",".726","0.1","44743","44774","44685","0.5","0.0","44652","44682","44571"
"371","Tony Snell","127","MIL",9821429,410,"Tony Snell\snellto01","SG",25,"MIL",80,80,29.2,3.1,6.8,0.455,1.8,4.4,0.406,1.3,2.3,0.548,0.588,0.6,0.7,0.81,0.3,2.8,3.1,1.2,0.7,0.2,0.7,1.6,8.5,"SG",25,"MIL",80,80,"29.2","44564","44779",".455","44774","44655",".406","44621","44622",".548",".588","0.6","0.7",".810","0.3","44775","44564","44593","0.7","0.2","0.7","44713","44689"
"372","Treveon Graham","430","CHO",1312611,161,"Treveon Graham\grahatr01","SG",23,"CHO",27,1,7,0.7,1.5,0.475,0.3,0.6,0.6,0.4,0.9,0.4,0.588,0.4,0.6,0.667,0.2,0.6,0.8,0.2,0.2,0,0.1,0.7,2.1,"SG",23,"CHO",27,1,"7.0","0.7","44682",".475","0.3","0.6",".600","0.4","0.9",".400",".588","0.4","0.6",".667","0.2","0.6","0.8","0.2","0.2","0.0","0.1","0.7","44563"
"373","Trevor Ariza","153","HOU",7420912,19,"Trevor Ariza\arizatr01","SF",31,"HOU",80,80,34.7,4.1,10,0.409,2.4,6.9,0.344,1.7,3,0.556,0.528,1.2,1.6,0.738,0.7,5.1,5.7,2.2,1.8,0.3,0.9,1.7,11.7,"SF",31,"HOU",80,80,"34.7","44565","10.0",".409","44653","44810",".344","44743","3.0",".556",".528","44593","44713",".738","0.7","44566","44747","44594","44774","0.3","0.9","44743","44753"
"374","Trevor Booker","133","PHI",9125000,54,"Trevor Booker\booketr01","PF",29,"BRK",71,43,24.7,4.3,8.3,0.516,0.4,1.1,0.321,3.9,7.2,0.546,0.537,1,1.5,0.673,2,6,8,1.9,1.1,0.4,1.8,2.1,10,"PF",29,"BRK",71,43,"44766","44624","44628",".516","0.4","44562",".321","44807","44599",".546",".537","1.0","44682",".673","2.0","6.0","8.0","44805","44562","0.4","44774","44563","10.0"
"375","Trey Burke","479","NYK",784160,64,"Trey Burke\burketr01","PG",24,"WAS",57,0,12.3,2,4.5,0.455,0.5,1.2,0.443,1.5,3.2,0.459,0.516,0.4,0.5,0.759,0.1,0.7,0.8,1.8,0.2,0.1,0.8,0.9,5,"PG",24,"WAS",57,0,"44632","2.0","44685",".455","0.5","44593",".443","44682","44595",".459",".516","0.4","0.5",".759","0.1","0.7","0.8","44774","0.2","0.1","0.8","0.9","5.0"
"376","Trey Lyles","284","DEN",2441400,277,"Trey Lyles\lylestr01","PF",21,"UTA",71,4,16.3,2.2,6.2,0.362,0.9,2.9,0.319,1.3,3.3,0.4,0.436,0.8,1.1,0.722,0.7,2.6,3.3,1,0.4,0.3,0.9,1.4,6.2,"PF",21,"UTA",71,4,"44636","44594","44598",".362","0.9","44806",".319","44621","44623",".400",".436","0.8","44562",".722","0.7","44714","44623","1.0","0.4","0.3","0.9","44652","44598"
"377","Tristan Thompson","66","CLE",16400000,429,"Tristan Thompson\thomptr01","C",25,"CLE",78,78,29.9,3.4,5.6,0.6,0,0,0,3.4,5.6,0.604,0.6,1.4,2.7,0.498,3.7,5.5,9.2,1,0.5,1.1,0.8,2.3,8.1,"C",25,"CLE",78,78,"44833","44654","44717",".600","0.0","0.0",".000","44654","44717",".604",".600","44652","44744",".498","44745","44686","44601","1.0","0.5","44562","0.8","44622","44569"
"378","Troy Daniels","240","PHO",3408520,99,"Troy Daniels\danietr01","SG",25,"MEM",67,3,17.7,2.8,7.4,0.374,2.1,5.3,0.389,0.7,2.1,0.336,0.513,0.6,0.8,0.796,0.3,1.2,1.5,0.7,0.3,0.1,0.7,1.3,8.2,"SG",25,"MEM",67,3,"44759","44775","44658",".374","44563","44625",".389","0.7","44563",".336",".513","0.6","0.8",".796","0.3","44593","44682","0.7","0.3","0.1","0.7","44621","44600"
"379","Troy Williams","507","NYK",148318,470,"Troy Williams\willitr02","SF",22,"TOT",30,16,18.6,2.4,5.6,0.437,0.6,2.1,0.29,1.8,3.5,0.524,0.491,0.7,1.1,0.656,0.5,1.8,2.3,0.8,0.9,0.3,1.1,2,6.2,"SF",22,"TOT",30,16,"44730","44653","44717",".437","0.6","44563",".290","44774","44684",".524",".491","0.7","44562",".656","0.5","44774","44622","0.8","0.9","0.3","44562","2.0","44598"
"380","Troy Williams","385","HOU",1471382,470,"Troy Williams\willitr02","SF",22,"TOT",30,16,18.6,2.4,5.6,0.437,0.6,2.1,0.29,1.8,3.5,0.524,0.491,0.7,1.1,0.656,0.5,1.8,2.3,0.8,0.9,0.3,1.1,2,6.2,"SF",22,"TOT",30,16,"44730","44653","44717",".437","0.6","44563",".290","44774","44684",".524",".491","0.7","44562",".656","0.5","44774","44622","0.8","0.9","0.3","44562","2.0","44598"
"381","Tyler Ennis","368","LAL",1524305,126,"Tyler Ennis\ennisty01","PG",22,"TOT",53,2,11.1,1.7,3.9,0.433,0.5,1.3,0.386,1.2,2.6,0.457,0.498,0.4,0.5,0.84,0.2,0.7,0.8,1.6,0.5,0,0.8,1.1,4.3,"PG",22,"TOT",53,2,"44572","44743","44807",".433","0.5","44621",".386","44593","44714",".457",".498","0.4","0.5",".840","0.2","0.7","0.8","44713","0.5","0.0","0.8","44562","44624"
"382","Tyler Johnson","183","MIA",5881260,232,"Tyler Johnson\johnsty01","PG",24,"MIA",73,0,29.8,4.9,11.3,0.433,1.3,3.4,0.372,3.6,7.9,0.46,0.49,2.7,3.5,0.768,0.7,3.3,4,3.2,1.2,0.6,1.2,2.4,13.7,"PG",24,"MIA",73,0,"44802","44808","44631",".433","44621","44654",".372","44715","44811",".460",".490","44744","44684",".768","0.7","44623","4.0","44595","44593","0.6","44593","44653","44755"
"383","Tyler Ulis","421","PHO",1312611,439,"Tyler Ulis\ulisty01","PG",21,"PHO",61,15,18.4,3,7.2,0.421,0.3,1.3,0.266,2.7,5.9,0.455,0.445,0.9,1.2,0.775,0.3,1.2,1.6,3.7,0.8,0.1,1.3,1.2,7.3,"PG",21,"PHO",61,15,"44669","3.0","44599",".421","0.3","44621",".266","44744","44809",".455",".445","0.9","44593",".775","0.3","44593","44713","44745","0.8","0.1","44621","44593","44627"
"384","Tyler Zeller","349","MIL",1709538,483,"Tyler Zeller\zellety01","C",27,"BOS",51,5,10.3,1.5,3.1,0.494,0,0,0,1.5,3.1,0.497,0.494,0.4,0.8,0.564,0.8,1.6,2.4,0.8,0.1,0.4,0.4,1.2,3.5,"C",27,"BOS",51,5,"44630","44682","44564",".494","0.0","0.0",".000","44682","44564",".497",".494","0.4","0.8",".564","0.8","44713","44653","0.8","0.1","0.4","0.4","44593","44684"
"385","Tyreke Evans","247","MEM",3290000,127,"Tyreke Evans\evansty01","SF",27,"TOT",40,6,19.7,3.8,9.3,0.405,1.1,3,0.356,2.7,6.3,0.429,0.462,1.7,2.3,0.75,0.3,3.1,3.4,3.1,0.9,0.2,1.5,1.5,10.3,"SF",27,"TOT",40,6,"44761","44776","44629",".405","44562","3.0",".356","44744","44626",".429",".462","44743","44622",".750","0.3","44564","44654","44564","0.9","0.2","44682","44682","44630"
"386","Tyson Chandler","90","PHO",1.3e+07,77,"Tyson Chandler\chandty01","C",34,"PHO",47,46,27.6,3.3,4.9,0.671,0,0,NA,3.3,4.9,0.671,0.671,1.9,2.6,0.734,3.3,8.2,11.5,0.6,0.7,0.5,1.4,2.7,8.4,"C",34,"PHO",47,46,"44739","44623","44808",".671","0.0","0.0",NA,"44623","44808",".671",".671","44805","44714",".734","44623","44600","44692","0.6","0.7","0.5","44652","44744","44659"
"387","Tyus Jones","382","MIN",1471382,240,"Tyus Jones\jonesty01","PG",20,"MIN",60,0,12.9,1.3,3,0.414,0.4,1.2,0.356,0.8,1.8,0.454,0.486,0.6,0.7,0.767,0.2,1,1.1,2.6,0.8,0.1,0.6,0.8,3.5,"PG",20,"MIN",60,0,"44816","44621","3.0",".414","0.4","44593",".356","0.8","44774",".454",".486","0.6","0.7",".767","0.2","1.0","44562","44714","0.8","0.1","0.6","0.8","44684"
"388","Udonis Haslem","297","MIA",2328652,184,"Udonis Haslem\hasleud01","C",36,"MIA",16,0,8.1,0.7,1.4,0.478,0,0.2,0,0.7,1.3,0.55,0.478,0.6,0.9,0.6,0.5,1.8,2.3,0.4,0.4,0.1,0.5,1.4,1.9,"C",36,"MIA",16,0,"44569","0.7","44652",".478","0.0","0.2",".000","0.7","44621",".550",".478","0.6","0.9",".600","0.5","44774","44622","0.4","0.4","0.1","0.5","44652","44805"
"389","Victor Oladipo","37","IND",2.1e+07,339,"Victor Oladipo\oladivi01","SG",24,"OKC",67,67,33.2,6.1,13.9,0.442,1.9,5.3,0.361,4.3,8.7,0.491,0.51,1.7,2.3,0.753,0.6,3.8,4.3,2.6,1.2,0.3,1.8,2.3,15.9,"SG",24,"OKC",67,67,"33.2","44567","44817",".442","44805","44625",".361","44624","44750",".491",".510","44743","44622",".753","0.6","44776","44624","44714","44593","0.3","44774","44622","44819"
"390","Vince Carter","143","SAC",8e+06,73,"Vince Carter\cartevi01","SF",40,"MEM",73,15,24.6,2.6,6.7,0.394,1.5,4.1,0.378,1.1,2.7,0.418,0.508,1.2,1.6,0.765,0.5,2.6,3.1,1.8,0.8,0.5,0.7,2.2,8,"SF",40,"MEM",73,15,"44736","44714","44748",".394","44682","44565",".378","44562","44744",".418",".508","44593","44713",".765","0.5","44714","44564","44774","0.8","0.5","0.7","44594","8.0"
"391","Wade Baldwin","339","MEM",1874400,25,"Wade Baldwin\baldwwa01","PG",20,"MEM",33,1,12.3,1.1,3.5,0.313,0.1,0.7,0.136,1,2.8,0.355,0.326,0.9,1.1,0.838,0.3,1.1,1.4,1.8,0.5,0.2,1.2,1.2,3.2,"PG",20,"MEM",33,1,"44632","44562","44684",".313","0.1","0.7",".136","1.0","44775",".355",".326","0.9","44562",".838","0.3","44562","44652","44774","0.5","0.2","44593","44593","44595"
"392","Wade Baldwin","501","POR",222476,25,"Wade Baldwin\baldwwa01","PG",20,"MEM",33,1,12.3,1.1,3.5,0.313,0.1,0.7,0.136,1,2.8,0.355,0.326,0.9,1.1,0.838,0.3,1.1,1.4,1.8,0.5,0.2,1.2,1.2,3.2,"PG",20,"MEM",33,1,"44632","44562","44684",".313","0.1","0.7",".136","1.0","44775",".355",".326","0.9","44562",".838","0.3","44562","44652","44774","0.5","0.2","44593","44593","44595"
"393","Wayne Ellington","170","MIA",6270000,122,"Wayne Ellington\ellinwa01","SG",29,"MIA",62,13,24.2,3.7,9,0.416,2.4,6.4,0.378,1.3,2.6,0.509,0.55,0.6,0.7,0.86,0.3,1.8,2.1,1.1,0.6,0.1,0.5,1.1,10.5,"SG",29,"MIA",62,13,"44616","44745","9.0",".416","44653","44657",".378","44621","44714",".509",".550","0.6","0.7",".860","0.3","44774","44563","44562","0.6","0.1","0.5","44562","44691"
"394","Wayne Selden","415","MEM",1312611,399,"Wayne Selden\seldewa01","SG",22,"TOT",14,5,16.9,1.8,4.1,0.431,0.5,2,0.25,1.3,2.1,0.6,0.491,1,1.6,0.636,0.1,1.1,1.1,0.9,0.4,0.1,0.9,1.3,5.1,"SG",22,"TOT",14,5,"44820","44774","44565",".431","0.5","2.0",".250","44621","44563",".600",".491","1.0","44713",".636","0.1","44562","44562","0.9","0.4","0.1","0.9","44621","44566"
"395","Wesley Johnson","184","LAC",5881260,233,"Wesley Johnson\johnswe01","SF",29,"LAC",68,3,11.9,1.1,2.9,0.365,0.4,1.7,0.246,0.6,1.2,0.537,0.438,0.2,0.3,0.647,0.4,2.3,2.7,0.3,0.4,0.4,0.3,1.2,2.7,"SF",29,"LAC",68,3,"44815","44562","44806",".365","0.4","44743",".246","0.6","44593",".537",".438","0.2","0.3",".647","0.4","44622","44744","0.3","0.4","0.4","0.3","44593","44744"
"396","Wesley Matthews","52","DAL",17884176,284,"Wesley Matthews\matthwe02","SG",30,"DAL",73,73,34.2,4.6,11.6,0.393,2.4,6.6,0.363,2.2,5,0.432,0.496,2,2.5,0.816,0.2,3.3,3.5,2.9,1.1,0.2,1.4,2.2,13.5,"SG",30,"DAL",73,73,"34.2","44716","44723",".393","44653","44718",".363","44594","5.0",".432",".496","2.0","44683",".816","0.2","44623","44684","44806","44562","0.2","44652","44594","44694"
